INVOICE_UPC_CASE,LEN(INVOICE_UPC_CASE),INVOICE_UPC_PACK,LEN(INVOICE_UPC_PACK),INVOICE_PACKAGE_DESCRIPTION
11111111111,11,034100516055,12,LEINY VANILLA PORTER 6PK BTL
11111111111,11,000000077774,12,EMPTY BLAKES KEG
08600300165,11,086003001657,12,WOODBRIDGE P GRIGIO 1.5L
81308000602,11,081308000602,12,JP CHENET SPARKLING BRUT NV
08308542013,11,083085420130,12,RUFFINO ROSE SPRK 750ML
08901601726,11,089016017264,12,CAPRICCIO BUBBLY SANGRIA
08200075748,11,082000757481,12,SMIR SCRWD 4/6 11.2 OZNR
81762501000,11,817625010006,12,JOEL GOTT GRENACHE ROSE 750ML
08859610906,11,088596109062,12,LLANO CHENIN BLANC 750ML
89744794928,11,900897447649,12,CAVICCHIOLI PROSECCO 3PK
08012028176,11,080120281763,12,ALMADEN HER RHINE       BNB 5L
75573800066,11,755738000661,12,JAM JAR SWEET WHITE 6PK 750ML
08012011503,11,080120115037,12,ALMADEN HER MERLOT      BNB 5L
84014800019,11,840148000193,12,SALVARE SAUV BL 6PK 750ML
08130800414,11,081308004143,12,CUPCAKE DRY ROSE 750ML
11111111111,11,111111111117,12,CATAWBA TAP ROOM 1/6 BBL
07358106911,11,160000000000,12,00WORMTOWN PKG 6/4C WORRY
82242014380,11,082242014380,12,BOTA BOX NIGHTHAWK BLACK CAB
82000768173,11,082000003922,12,SMIRNOFF CITRUS VODKA
11111111111,11,857775007495,12,SAINT ARCHER GOLD 4/6/12 CN
08273400101,11,082734001010,12,FRONTERA CAB/MERLOT SCRW CP 1.
85676101756,11,085676101756,12,SKOL VODKA 80
08787263011,11,087872630115,12,STELLA ROSA BIANCO IL CONTE 75
11111111111,11,111111111111,12,PALMETTO PEACE OF COOKIE 5.2G
11111111111,11,088067081002,12,GRAIN BELT 4/6 BTL
76191975022,11,761919750225,12,THREE LAKES OLD GLORY 12/750ML
08500005064,11,085000005064,12,GFV CHARDONNAY 1.50
63598506074,11,635985060741,12,MIKES WATERMELON 4/6/11.2 LN
03410000880,11,034100008802,12,ICEHOUSE 12/24OZ CAN
11111111111,11,087241881063,12,MEZZA CORONA PG
83765407280,11,837654072806,12,METROPOLITAN DYNAMO 4/6PK
89744422712,11,089744422712,12,PELLEGRINO LEMONCELLO(6)
78742058679,11,078742058672,12,MEMBERS MARK MALBEC
11111111111,11,853045008483,12,SYCAMORE JUICINESS 24/16 CAN 3/8
08469250164,11,084692501649,12,TAITTINGER BRUT LA FRANC 6PK 750ML
11111111111,11,034100989118,12,INVOICE ADJ
11111111111,11,085000020302,12,DARK HORSE CAB SAUV 750
11111111111,11,008533940053,12,BRICKWAY SHERRY CASK WHISKY 1/750 ML
11111111111,11,754527010782,12,NEW BELGIUM VOODOO AMERICAN HAZE 24/12 CAN 4/6
08500004536,11,085000045367,12,BAREFOOT CHARDONNAY
60886122015,11,089744422071,12,CA DONINI CAB SAUV
11111111111,11,089087157531,12,TROPICAL FANTASY FRUIT PUNCH 24/22.5 OZ PET
11111111111,11,814692000206,12,MORGAN CREEK VINEYARDS VULCAN RED 12/750
11111111111,11,034100008710,12,STEEL RESERVE STRAWBURST 12/24OZ CAN
80686500209,11,080686500209,12,WINDSOR CAN WSKY
11111111111,11,761503513632,12,C&P BRETON BOURGEIL CLAIRET AVIS DE VIN FORT -KL
08312010039,11,083120100393,12,FRANZIA P GRIGIO 4PK 5L
11111111111,11,111111111117,12,NB JUICY HAZE 1/2K
11111111111,11,860000848503,12,KEG CREEK BRICK RED 4/6 12 OZ CN
11111111111,11,085000022924,12,DARK HORSE SAUV BLANC 750
11111111111,11,740522110862,12,BELLS TWO HEARTED ALE AMERICAN IPA 24/12 CAN 2/12
61126928342,11,611269283402,12,SF RED BULL PEAR 12OZ
11111111111,11,536650901000,12,GUIGAL ST.JOSEPH ROUGE
11111111111,11,034100989149,12,EMPTY-SAM ADAMS 1/6 BBL
11111111111,11,854599007021,12,MIGHTY SWELL VARIETY PACK 2/12 12OZ CANS
11111111111,11,705936256636,12,CHARIOT GYPSY RED 12/750
11111111111,11,892363000571,12,ERNEST RAPENEAU BRUT CHAMPAGNE 12/375
11111111111,11,859313004966,12,ZIPLINE CLOUDLIFTER HAZY IPA 4/6 12 OZ NR
11111111111,11,857927004143,12,PATON-CLEMENTE TEMPRANILLO CRIANZA 12/750
11111111111,11,022100002883,12,PABST 2/12/12 BTL
11111111111,11,082745110183,12,VALCKENBERG RIES RHEINHESSEN QBA
11111111111,11,041755000518,12,LANGERS ORANGE JUICE 12/15.2 PLNNR
88415784104,11,088415784050,12,SIMI CHARD 19 ON-P
85200660506,11,085200600007,12,WINE CUBE CHARD
85200100750,11,085200918744,12,SUTTER HOME WH ZIN
68935200961,11,689352009611,12,KIM CRAWFORD SAUV BLANC 14460
34100007751,11,034100007751,12,LEINENKUGEL SUMMER SHANDY 6/4/16OZ CAN
08520061874,11,085200618743,12,SUTTER CHARD 6/4PK PET 187ML
08520010448,11,085200104482,12,SUTTER HM ROSE 6/4PK
85200660483,11,085200600489,12,WINE CUBE P GRIGIO TETRA
08520011890,11,085200118908,12,VINTAGE CRUSH WHT ZIN 6/4PK 18
11111111111,11,723830212121,12,LAGUNITAS IPA 2/12 12 OZ CAN
11111111111,11,072130550014,12,NARRAGANSETT LAGER 4/6 16OZ CAN
78742226279,11,078742320465,12,MEMBERS MARK RED BLEND
85171800004,11,851718000048,12,MARK WEST P NOIR 750ML
08787263431,11,087872634311,12,STELLA ROSA ROSSO LUX 750ML
01820020991,11,018200202636,12,MIC ULTRA SEL 2/12 CA
09492229892,11,094922298920,12,VINEYARD CREEK PINOT GRIGIO 750 ML NR 12 LS
40000091000,11,010001910000,12,EMPTY BARRELS
08066095765,11,080660957654,12,MODELO ESP 4/6 12 OZ NR
72480300189,11,724803001056,12,TAYLORS VELVET FALERNUM
80686310013,11,080686310013,12,DEK AMARETTO
80432500118,11,080432500118,12,JAMESON IRISH WSKY
11111111111,11,000000077774,12,EMPTY DESCHUTES SM KEGS
83120000228,11,083120000204,12,OAK LEAF SAUV BLANC
11111111111,11,087692000174,12,ANGRY ORCHARD VARIETY 2/12/12 BTL
11111111111,11,018341751017,12,BAREFOOT CAB SAUV 750
11111111111,11,859794004714,12,REVOLVER BLOOD & HONEY 2/12/12 BTL
11111111111,11,080660956756,12,CORONA LIGHT 2/12PK LN
82000782506,11,082000782506,12,SMIR RDWTBR 4/6 11.2 OZN
08500000768,11,085000007686,12,PETER VELLA DELICIOUS RED
08941904805,11,089419048056,12,AUGUST KESSELER R RIESLING KAB
11111111111,11,022100001701,12,PABST BLUE RIBBON 2/12/12 PK CAN
11111111111,11,083046665570,12,ICE MOUNTAIN WATER SPRING BOX 6/3 L PET
80600400028,11,080600400028,12,CHAUCERS MEAD
08689108741,11,086891087412,12,THE FEDERALIST HAMILT CHARD 6P
85603600106,11,856036001067,12,UNDERWOOD P GRIS OREGON GROWN
11111111111,11,071990000486,12,COORS LIGHT 2/12 CAN
11111111111,11,094799010098,12,GRAHAMS 20 YEAR TAWNY PORT 6PK
11111111111,11,087692009917,12,TRULY LEMONADE VARIETY 2/12/12 SLIM CAN
11111111111,11,071990095185,12,BLUE MOON 1/6 BBL
11111111111,11,796238019012,12,PEIRANO THE OTHER RED
11111111111,11,999999999993,12,BLVD PALE 1/6 BBL
08470409123,11,084704091236,12,KORBEL BRUT 1.5L
76191975006,11,761919750065,12,THREE LAKES BLACKBERRY 12/750ML
11111111111,11,087692011033,12,SAM ADAMS COLD SNAP WHITE ALE 2/12/12Z NR
11111111111,11,613008748296,12,ARNOLD PALMER SPIKED HALF & HALF 12/24 CAN
11111111111,11,071990170370,12,COORS BANQUET STUBBY 2/12/12Z NR
08787263221,11,087872632218,12,STELLA ROSA PEACH IL CONTE 750
86003000421,11,086003000421,12,ROB MOND PSEL MERLOT
11111111111,11,071990480486,12,KEYLIGHTFUL 30PK CANS
11111111111,11,083783531114,12,SIERRA NEV HAZY LITTLE THING 2/12/12 CN
11111111111,11,726959911517,12,BLVD EASY SPORT 4/6/12 CAN 4.1
11111111111,11,087692006787,12,TRULY WILD BERRY 4/6/12 CAN
87243821005,11,872438210050,12,CH RECOUGNE MILHADE WD 750ML
12354071445,11,012354071445,12,PENFOLDS KOONUNGA SHIRAZCABERNET
08600325400,11,086003254008,12,COOPER AND THIEF RED BL +14 750ML
11111111111,11,052300004400,12,OLD MIL 18 PACK CANS
85000024966,11,085000024966,12,W WINKING OWL WHITE BLEN 3LT
11111111111,11,083820181326,12,GUINNESS AMERICAN BLONDE LAGER 4/6/11.2 BTL
11111111111,11,712808712442,12,HL RISING HAZE 4/6-12 CAN
08427999371,11,084279993713,12,BELLA BOLLE PROSECCO    6PK WM
11111111111,11,635985260394,12,WHITE CLAW MANGO 12/19.2 OZ CN
84014800024,11,840148000247,12,SALVARE MERLOT 6PK 750ML
88004039578,11,088004039578,12,YUKON JACK APPLE
11111111111,11,081054844444,12,BLUE FIN PINOT NOIR CALIFORNIA 12/750
88587167507,11,088587167507,12,ST JULIAN RSV PINOT GRIG 750ML
11111111111,11,034100005344,12,MLITE 1/2 BBL REPEAL
11111111111,11,111111111111,12,STELLA ARTOIS LAGER 5.16G
11111111111,11,850002665031,12,COMMONHOUSE WISE ONE 24/12 CAN 4/6
11111111111,11,421150656008,12,SANDEMAN CHARACTER SHERRY 500ML 6PK
11111111111,11,895216002036,12,MOSKATO ROSE 6/24.3 LOOSE 1/24.3
11111111111,11,080660957159,12,MODELO ESPECIAL 2/12 CAN
08597603415,11,085976034150,12,MANISCHEWITZ CONCORD GRAPE 1.5L
08312000019,11,083120000198,12,OAKLEAF SHIRAZ ECO 750ML
07874209554,11,078742095547,12,MEMBERS MARK SAUV BL MARLB MS
08787263386,11,087872633864,12,STELLA ROSA RED APPLE 750ML
08520011883,11,085200118830,12,SUTTER PINK MOSCATO 6/4PK 187ML
08143403115,11,081434031150,12,REX GOLIATH CAB 1.5L
88076162624,11,088076162624,12,JOHNNIE WALKER GREEN 6CS
08600327901,11,086003279018,12,CRAFTERS UNION ROSE        CAN
08841578915,11,088415789154,12,SIMI CHARD 12PK 375ML
11111111111,11,684586220016,12,HEAVYWEIGHT CAB
11111111111,11,070310012444,12,SEAGRAMS ESCAPES VARIETY 12PK CAN 3.2
85283210584,11,852832105848,12,CAMPO VIEJO GRN BRT RSE CVA NL
08834510005,11,088345100050,12,NEWCASTLE 4/6 12 OZ NR
08066095786,11,080660957852,12,MODELO NEGRA 4-6PK 12OZ GL
71874200005,11,718742000058,12,PASCUAL TOSO MALBEC 750ML
11111111111,11,083783228571,12,SN WILD LITTLE THING 4/6/12 CN
85961200775,11,859612001451,12,21 A WATERMELON WHEAT 19.2O
08289607779,11,082896077793,12,BONTERRA MERLOT ORG +14 6PK 75
08600390406,11,086003904064,12,MOND HRTG CRUSH RED PVT SEL NL
09998807141,11,099988071416,12,MENAGE A TROIS CAB DECADENCE 7
07089718331,11,070897183315,12,FOSTERS PREMIUM 1/12/25.4 CN
81175102111,11,811751021110,12,ACHAVAL FER MALBEC MNDZA 750ML
08210000287,11,082100002870,12,WILD IRISH ROSE RED 750ML
08787263329,11,087872633291,12,STELLA ROSA PEACH IL CONTE 8/3
11111111111,11,080887496493,12,BOGLE PHANTOM CHARD
11111111111,11,754527010478,12,NB OLD TUFFY LAGER 12PK CAN
07825006079,11,078250006059,12,STEEL R. BLKBRY 12/24 CN
99988071706,11,099988071751,12,MENAGE A TROIS RED BLEND 3PK
11111111111,11,111111111111,12,NEW REALM HAZY LIKE A FOX IPA 5.16G
08591900431,11,085919004318,12,STE GENEVIEVE SWT RED 1.5L
11111111111,11,018341751109,12,BAREFOOT MERLOT 750
08224201392,11,082242013925,12,Z ALEX BROWN CAB UNCAGED +14 7
85805300300,11,858053003000,12,IL CARNEVALE DI VENEZIA MERLOT
08600300050,11,086003000506,12,WOODBRIDGE MERLOT TRAY PK 1.5L
11111111111,11,071990480455,12,KEY LT 2/15/12 CN
08520002870,11,085200028702,12,VINTAGE CRUSH PINK MOSCATO 6PK
31804210031,11,318042100314,12,MOILLARD CHABLIS 750ML
08500000615,11,085000006153,12,LC RHINE
87615300226,11,876153002266,12,CASTELLO MOSC PRO DI PAV IGT 750ML
08751280025,11,087512800250,12,R STRONG CHARD SONOMA SEL CTRL
11111111111,11,082000776925,12,SMIRNOFF SMASHED SCREWDRIVER 12/23.5 CAN
11111111111,11,181585000378,12,RAHR PALETA DE MANGO 4/6/12 CAN
11111111111,11,877397002722,12,OBERON CHARDONNAY CARNEROS 12/750
08469262176,11,084692621767,12,SALVIANO ROSE 750ML
82000000051,11,082000000051,12,SMIRNOFF VODKA 80 BAR
11111111111,11,856845002071,12,CATAWBA HOPNESS HAZE IPA 4/6/12Z CN
11111111111,11,111111111117,12,TERRAPIN GOLD 1/6 BBL
11111111111,11,859086004569,12,HI-WIRE HI-PITCH IPA 24/16 CAN 4/6
11111111111,11,111111111117,12,DEEP RIVER MANGO TANGO IPA 50L KEG
08210073933,11,082100739332,12,ARBOR MIST PINEAPL STRBRY MOSC
11111111111,11,859086004019,12,HI-WIRE BED OF NAILS 24/12 CAN 4/6
11111111111,11,085000029008,12,BAREFOOT PEACH MOSCATO 750
11111111111,11,009218000086,12,T J SIMPLER TIMES LAGER 12 PK 48/12Z CN
71990095154,11,719900951540,12,BLUE MOON WHITE 1/2 BBL
11111111111,11,793866310078,12,LEFT HAND MIXED 2/12 12OZ CAN
11111111111,11,635985260660,12,WHITE CLAW RASP 4/6 CAN
11111111111,11,111111111117,12,NS DRTY MYRTLE 1/2K
11111111111,11,642860150268,12,FOUNDERS RUBAEUS 4/6 12 OZ CN
11111111111,11,087692019992,12,S ADAMS OCTOBERFEST 1/2 BBL
11111111111,11,877358000200,12,TREE OF LIFE SEMI SWEET POMEGRANATE 12/750
83120003113,11,083120003113,12,OAK LEAF WH ZIN
11111111111,11,111111111111,12,SCOFFLAW DOUBLE JEOPARDY DOUBLEIPA 5.16G
11111111111,11,869265000114,12,FERNSON SHY GIANT IPA 4/6 CAN
99988371097,11,099988071096,12,MENAGE A TROIS RED BLEND
11111111111,11,608057000044,12,ERRAZURIZ MAX PN
11111111111,11,635985260387,12,WHITE CLAW BLACK CHERRY 12/19.2OZ
08600390419,11,086003904191,12,SAVED ROSE MAGIC MAKER 750ML
11111111111,11,856662005521,12,CIG GUAYABERA 4/6 CAN
11111111111,11,034100516437,12,LITE 3/8/16 CAN
83089451109,11,856724006206,12,CASAMIGOS REP TEQ
80480230012,11,080480230012,12,DEWARS WH LABEL SCOTCH
11111111111,11,000000077774,12,EMPTY 26 ACRES SM KEG
08427998854,11,084279988542,12,BELLA BOLLE PINK MOSCATO SPKLG
11111111111,11,085000017746,12,APOTHIC RED TRAY 12/750
08678500003,11,086785000039,12,CAVIT P GRIGIO 1.5L
08143400002,11,081434000026,12,BLACK BOX MERLOT CALIF 6PK 3L
08500004594,11,085000045947,12,BAREFOOT PINK MOSCATO PET
87073100008,11,870731000088,12,NAPA CELLARS SAUV BL 750ML
08143400030,11,081434000309,12,BLACK BOX CHAR GO PACK   500ML
01258432010,11,012584320108,12,OLIVER CHERRY MOSCATO TRAY PK
08210073876,11,082100738762,12,ARBOR MIST RASPBERRY MOSCATO 1
99988371264,11,099988071218,12,MENAGE A TROIS MALBEC
11111111111,11,857280008536,12,FLYING EMBERS GRPFRT HARD KOMBUCHA 12/16OZ CANS
70491572003,11,070491572003,12,FC NA SUGAR SYRUP
85785200208,11,857852002085,12,TROPICAL PASSION FRUIT MOSCATO
11111111111,11,009125001701,12,AVBC TROPICAL HAZY SOUR ALE 4/6 12OZ CANS
84014800021,11,840148000216,12,SALVARE ROSE NV 6PK 750ML
71280813976,11,712808129837,12,HIGH OATMEAL PORT 4/6 LN
03807520930,11,038075209301,12,VERDI ROSA SPUMANTE 750ML
66957601926,11,669576019269,12,DECOY CAB +14 750ML
08735653512,11,087356535127,12,CLOS DU BOIS SAUV BLANC 750ML
11111111111,11,089924498636,12,YUENGLING LAGER 1/4 KEG
80686012139,11,080686818212,12,BASIL HAYDENS BRBN 8YR 80 BAR
08858666795,11,088586667954,12,CSM SAUV BLANC HORSE HVN 6PK 7
85453000858,11,854530008582,12,BUZZBALLZ GRAPEFRUIT CHILLER
85200100842,11,085200918751,12,SUTTER HOME MOSCATO
11111111111,11,071990095611,12,BLUE MOON MANGO WHEAT ALE 4/6/12 BTL
99988371196,11,099988071171,12,MENAGE A TROIS P NOIR
11111111111,11,089121068823,12,J. LOHR RIVERSTONE CHARD 750
11111111111,11,097921877101,12,ROMBAUER SB
11111111111,11,004100007983,12,JOSEPHSBRAU STOCKYARD OATMEAL 6/4/12OZ
03410057023,11,034100570231,12,LITE ALUM 2/9PK 16OZ NR
07874222992,11,078742229928,12,MEMBERS MARK CAB PASO ROBLES 7
80660956084,11,080660956084,12,CORONA  24/12OZ LS NR
11111111111,11,087692009917,12,TRULY LEMONADE VARIETY 2/12/12 CN
11111111111,11,034100576363,12,MLITE 12PK 12OZ CAN REPEAL
82000772071,11,082000004721,12,SMIRNOFF VODKA 80
86785142500,11,086785142500,12,ALTA VITA CANONNAU DOC
08974476552,11,089744765529,12,RIUNITE LAMBRUSCO GLD SEA NUPC
11111111111,11,857151003578,12,GIRL & DRAGON PINOT GRIGIO 12/750
11111111111,11,635985200253,12,WHITE CLAW BLACK CHERRY 6PK CAN REPEAL
64441200040,11,644412000403,12,BECKER VIOGNIER 6PK +14 750ML
80686932857,11,080686932857,12,PINNACLE VODKA 80
11111111111,11,642860900245,12,FOUNDERS ALL DAY IPA 15/12 CANS
34100516079,11,034100516079,12,LEIN SUM SH2/12 OZLNNR
11111111111,11,859889006029,12,QUILT NAPA CAB 1.5L
11111111111,11,635985245834,12,MIKES HARDER LEMON 23.5 OZ CAN
11111111111,11,085000022436,12,LA MARCA PROSECCO 24/187
85764100214,11,857641002142,12,BUZZBALLZ LIME 'RITA CHILLER
86850800026,11,868508000263,12,CLAFFEYS FRZN CKTL VAR PK 6/12
68601400630,11,686014000306,12,NICKEL & NICKEL MERLOT 16
11111111111,11,099100188486,12,ALDI ADVENTURE SERIES CHIANTI DOC 12/750
08105499614,11,657294907074,12,BLANC D BLEU BRUT CUV MOUSSE 7
85200660599,11,085200600151,12,WINE CUBE RIESL
89991100046,11,899911000465,12,NEW AGE WHITE 750ML
11111111111,11,868067000070,12,SECOND SELF A.T. ALE PALE ALE 4/6/12Z CN
11111111111,11,071990300692,12,CR LT 12PK LNNR REPEAL
11111111111,11,642860900245,12,FOUNDERS ALL DAY IPA 15/12 OZ CN
11111111111,11,669576019344,12,DUCKHORN NAPA CAB
11111111111,11,082242961035,12,PURPLE MOON CHARDONNAY 12/750
11111111111,11,635985200253,12,WHITE CLAW BLK CHERRY 4/6PK SLIM
11111111111,11,899539000564,12,TERRAPIN HOPSECUTIONER IPA 4/6/12 CAN
11111111111,11,071990170523,12,BM BELGIAN WHT 2/15PK CAN
11111111111,11,740522412782,12,BELLS LIGHT HEARTED ALE 4/6/12 CN
11111111111,11,034100785741,12,LEINY FALL/WINTER VARIETY 12PK
11111111111,11,111111111111,12,OLD BLACK BEAR CAVE CITY LAGER 5.16G
11034024177,11,011034503818,12,M & R ASTI SPUMANTE 4PK
86003002692,11,086003002692,12,ROB MOND PSEL P GRIGIO
88415784104,11,088415784050,12,SIMI CHARD
11111111111,11,083783375121,12,SN PALE ALE 2/12 12OZ BTL
11111111111,11,033544950470,12,CORONA PREMIER 12/24 CAN
08427998003,11,008427998003,12,SANGRIANA SANGRIA         ALDI
04933100222,11,049331002222,12,LA CREMA CHARD SONOMA 750ML
08600300042,11,086003000421,12,MOND MERLOT PVT SEL NL 750ML
08143470020,11,081434700209,12,BLACK BOX P GRIGIO TETRA 12PK
08500002945,11,085000029459,12,ANDRE BRUT CAN
82000763659,11,087000005549,12,BULLEIT BRBN BAR
08308531014,11,083085310141,12,ESTANCIA CAB PASO ROBLES NL 3L
81434000033,11,081434000033,12,BLACKBOX CAB SAUV BOX
86395094527,11,086395094527,12,SHO CHIKU BAI NIGORI CREME DE SAKE 300ML
08841578055,11,088415780557,12,SIMI CAB ALEX VLY 750ML
82422377953,11,080686835011,12,SAUZA HORNITOS REP TEQ BAR
99999999990,11,099999999990,12,HIRSCH CHARDONNAY 1/12B/750ML
08210073875,11,082100738755,12,ARBOR MIST RASPBERRY MOSCATO 7
07480618830,11,074806188309,12,DAILYS RTD POUCH PEACH BCH 24P
08500000716,11,085000007167,12,C ROSSI SANGRIA
85241100756,11,852411007563,12,LIFEVINE CAB 750ML
08218422601,11,082184226018,12,JDCC DNHM PNCH MLT 4/6PK NEW 10OZ
08787263012,11,087872630122,12,STELLA ROSA MOSCATO D ASTI 750ML
08600325402,11,086003254022,12,COOPER AND THIEF SAUV BL AG TQ
84444201162,11,084444200165,12,JORDAN CHARD
08143400029,11,081434000293,12,BLACK BOX CAB TETRA 12PK 500ML
11111111111,11,851133006137,12,BEATBOX BLUE RAZZBERRY 1/12/16.9 CN
11111111111,11,857280008512,12,FLYING EMBERS GRPFRT HARD KOMBUCHA 6/4 12OZ CANS
08224201448,11,082242014489,12,SEVEN NINETEEN WEST RED 6PK 75
08847400615,11,088474006155,12,SS RIESLING QBA BLUE BTL 6/4PK
11111111111,11,858945005020,12,LOST 40 LOVE HONEY 4/6 12OZ CAN
08520000062,11,085200000623,12,SUTTER MOSCATO TRAY CUT 1.5L
08591900806,11,083120100690,12,STE GENEVIEVE PINK MOSCATO 750
08591900805,11,085919008057,12,STE GENEVIEVE PINK MOSCATO 1.5
08210000463,11,082100004638,12,RICHARDS WILD IRISH ROSE 17%
61126928315,11,611269283105,12,RED BULL PEACH 12OZ
86003020047,11,086003451865,12,RMW NAPA CHARD 18
88415784104,11,088415784050,12,SIMI CHARD 19
08800403869,11,088004038694,12,SHEEP DOG WSKY P BUTTER 70
40426302418,11,040426992114,12,STARMONT ROSE 2018
11111111111,11,956840257398,12,CONTADINO PINOT GRIGIO 12/750
11111111111,11,855721004048,12,MONDAY NIGHT DRAFTY KILT 24/12 CAN 4/6
84751100063,11,847511000408,12,ECAANA PINOT GRIGIO 2017 .75 LITER NR 12 LS
80480004644,11,080480355609,12,BAC LIMON RUM
41041700331,11,085725122084,12,AYINGER UR-WEISSE 20/16.9 NR - BOARDWALK BRANDS
11111111111,11,111111111117,12,FH HOPPYUM IPA 1/6K
11111111111,11,111111111117,12,PERONI 1/4 BBL
08787263840,11,087872638401,12,STELLA ROSA PINE IL CNTE SCAP 750ML
11111111111,11,019855112004,12,SCHRAMSBERG BLANC DE BLANC
11111111111,11,034100003937,12,REDDS WICKED SOUR APPLE 12/24 CAN
11111111111,11,073800004554,12,FAYGO GRAPE_2 24/24 Z
85200100002,11,085200518753,12,SUTTER HOME SWT RIESL
11111111111,11,085000431061,12,BAREFOOT SELTZER STRAWBERRY/GUAVA 6/4/250ML
08312000354,11,083120003540,12,FRANZIA PINK MOSCATO 5L
08520000029,11,085200000296,12,SUTTER WH ZIN 750ML
11111111111,11,850633006005,12,BIRDSONG JALAPENO PALE 6/4/16OZ CAN
68113145767,11,681131457675,12,LUCKY DUCK RIES 750ML
82000768500,11,082000729358,12,SMIRNOFF STRAW TWIST VODKA
00946000037,11,009460100374,12,TDO MONTEVINA MOSCATO 750ML
11111111111,11,736920116520,12,GI 312 URB WHT 2/15/12OZ CANS
11111111111,11,814692000060,12,MORGAN CREEK VINEYARDS BLUSH 12/750
11111111111,11,723830130067,12,LAGUNITAS HAZY WONDER 4/6 12 OZ CN
11111111111,11,085000011300,12,LIBERTY CREEK CHARD 1.5
11111111111,11,089744764874,12,SANTI VENTALE VALPOLICELLA SUPERIORE
11111111111,11,111111111111,12,DOGFISH SLIGHTLY MIGHTY IPA 5.16G
95161730449,11,713757780216,12,SANTERO STRAWBERRY
11111111111,11,085000018026,12,LIBERTY CREEK SWEET RED 1.5
11111111111,11,080432900789,12,SANDEMAN FINE RICH MADEIRA
11111111111,11,630279465325,12,VICTORY GOLDEN MONKEY 6PK CAN
11111111111,11,857886006424,12,FITAID ZERO CITRUS MEDLEY 12PK CANS
11111111111,11,754527010782,12,NB VDR AMERICAN HAZE 4/6/12 CN
11111111111,11,085000016671,12,BAREFOOT MOSCATO TRAY 6/1.5
11111111111,11,111111111117,12,EMPTY MICROSTAR 1/2 BBL
08312000118,11,083120001188,12,OAKLEAF P GRIGIO 3L
08600326100,11,086003261006,12,7 MOONS RED BLEND 750ML
08500002182,11,085000021828,12,LIBERTY CREEK CABERNET
31259003726,11,031259003726,12,JOSH CELLARS PROSECCO
08218422602,11,082184326022,12,JDCC LNCHBRG LEM MLT 4/6PK NEW 10OZ
88415784104,11,088415784050,12,SIMI COUNTY CHARD 19
08600325400,11,086003254008,12,COOPER AND THIEF RED BL +14 75
08520002850,11,085200028504,12,CUCINA MISTA ROSSO 6PK 750ML
11111111111,11,072890000163,12,HEINEKEN 12PK BTL
11111111111,11,859088003669,12,BOLD SEASONAL WHITE CRANBERRY 4/6/12 LNNRS
68113132915,11,681131329156,12,LUCKY DUCK SHIRAZ 750ML
08130800373,11,081308003733,12,CHLOE PROSECCO
08130800479,11,081308004792,12,AVA GRACE P GRIGIO CN 12PK 375
08130805201,11,081308052014,12,FISH EYE CHARDONNAY     3L 6PK
08427999347,11,084279993478,12,SHADOW BAY RSV SAUV BL 750ML
11111111111,11,034100012564,12,HIGH LIFE 18PK LNNR REPEAL
11111111111,11,085000029732,12,CARLO ROSSI WATERMELON SANGRIA 750
08500002903,11,085000029039,12,DARK HORSE BRUT BUBBLES
08711040057,11,087110400579,12,TOASTED HEAD CHARD NL 750ML
08520091874,11,085200000593,12,SUTTER WH ZIN 1.5L
08218422602,11,082184326022,12,JDCC LNCHBRG LEM MLT 4/6PK NEW
80686846031,11,080686846048,12,HORNITOS HARD SELTZER MANGO
11111111111,11,078000001617,12,7UP 24/20OZ NR
11111111111,11,858692000101,12,AV-NORA ALBARINO
63598520028,11,635985200284,12,WHITE CLAW RUBY GRAPEFRUIT 4/6/12 CN
11111111111,11,087692008040,12,TRULY TROPICAL VARIETY 2/12/12 CN
11111111111,11,888888888886,12,STK-AVERY IPA
08158401317,11,081584013174,12,KJ CAB VR NL 750ML
08901601726,11,089016017264,12,CAPRICCIO BUBBLY SANGRIA 6PK 7
09998807143,11,099988071430,12,MENAGE A TROIS LAVISH MERLOT 7
08289607779,11,082896077793,12,BONTERRA MERLOT ORG 750ML
85392800439,11,853928004397,12,UN DOUBLE CAB FRANC 6PK 750ML
82000782506,11,082000782506,12,SMIRNOFF ICE RED WHITE BERRY 4/6/11.2 LN
11111111111,11,728028228632,12,GOOSENECK VNYD PROSECCO
11111111111,11,034100003234,12,REDDS WICKED 24OZ CAN
08500001446,11,085000014462,12,C ROSSI CABERNET SAUVIGNON
85200100170,11,085200918768,12,SUTTER HOME SWT RED
11111111111,11,087692000174,12,ANGRY ORCHARD VARIETY 2/12 12 OZ NR
11111111111,11,047001000059,12,PABST BLUE RIBBON KEG 1/15.5 G
11111111111,11,857280008468,12,FLYING EMBERS GINGER HARD KOMBUCHA 6/4 12OZ CANS
11111111111,11,071990300784,12,COORS LIGHT 18 PACK BTL
11111111111,11,085000017739,12,LA MARCA TP PROSECCO 12/750
11111111111,11,071990095161,12,BM BELGIAN WHT 2/12PK LN
08380404315,11,083804043152,12,COOKS BRUT 1.5L
05872532205,11,085725122053,12,AYINGER BRAU-WEISSE 20/16.9OZ
11111111111,11,082242016421,12,GNARLY HEAD 1924 SCOTCH BA CHARD
11111111111,11,888888888886,12,TH MAGNET-MOTHER EARTH VANISHING TIDES PREM LAGER NEW
